epoch,accuracy,auc,auc_pr,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall
0,0.7839792966842651,0.8695407509803772,0.8604679107666016,0.0002500000118743628,0.5883312225341797,0.7801080942153931,0.7670021057128906,0.8171668648719788,0.9095945358276367,0.8955461382865906,0.6234927177429199,0.8172637820243835,0.8069886565208435
1,0.8820672631263733,0.9513309001922607,0.9466663599014282,0.0005000000237487257,0.3364514708518982,0.8821655511856079,0.8711298704147339,0.763806939125061,0.8504872918128967,0.8684498071670532,1.100189447402954,0.8956648707389832,0.5857972502708435
2,0.8989677429199219,0.9623878598213196,0.9585245251655579,0.0004927500267513096,0.2592327296733856,0.8988304734230042,0.8900994062423706,0.8880587220191956,0.9523910284042358,0.9419191479682922,0.3670866787433624,0.8886752724647522,0.8818174004554749
3,0.9147207140922546,0.9723743200302124,0.9698604941368103,0.0004714213137049228,0.21906517446041107,0.9153998494148254,0.9064416885375977,0.9181135296821594,0.9768440127372742,0.9714555740356445,0.20995798707008362,0.922116756439209,0.9095638394355774
4,0.9259761571884155,0.9785645604133606,0.976249635219574,0.00043725347495637834,0.19259728491306305,0.9251171946525574,0.9205905199050903,0.9113214612007141,0.971530020236969,0.9609285593032837,0.2392716109752655,0.9243350028991699,0.8918755054473877
5,0.9349596500396729,0.9830923676490784,0.9813271164894104,0.0003922321484424174,0.1703643649816513,0.9366609454154968,0.9274721145629883,0.9218915700912476,0.9832980036735535,0.9834089279174805,0.19230559468269348,0.9487915635108948,0.8884071707725525
